Edad,Ingreso_Anual,Puntuacion_Gasto,Indice_Ahorro,Historial_Credito,target_column
43,88781,52,16726,0.48,Bajo Perfil
19,54578,87,14310,0.7,Estándar
23,51082,60,14682,0.69,Estándar
48,76378,42,19962,0.84,Estándar
42,94597,44,18771,0.67,Estándar
37,74709,80,14271,0.72,Estándar
40,63219,69,17018,0.48,Bajo Perfil
44,83792,31,19476,0.74,Estándar
33,75434,38,18875,0.81,Estándar
30,56439,15,17066,0.83,Estándar
42,74332,63,15405,0.83,Estándar
28,60002,7,17523,0.61,Estándar
44,86847,96,14477,0.91,Premium
19,43851,59,9425,0.53,Bajo Perfil
52,95057,60,20437,0.76,Premium
45,93992,23,21210,0.74,Estándar
43,84615,36,20732,0.6,Estándar
51,84638,5,19171,0.63,Estándar
59,117995,98,27830,0.68,Estándar
52,96521,6,26313,0.97,Premium
17,38232,56,4053,0.63,Bajo Perfil
24,54496,25,13036,0.55,Estándar
32,57403,3,16511,0.49,Bajo Perfil
40,80077,84,18548,0.56,Estándar
46,93387,15,18337,0.63,Estándar
31,61914,90,13300,0.64,Estándar
42,80541,44,17836,0.59,Estándar
30,60263,58,14263,0.56,Estándar
32,73806,28,18618,0.83,Estándar
23,52545,96,7988,0.64,Estándar
28,57334,87,12449,0.47,Bajo Perfil
23,55657,92,12575,0.47,Bajo Perfil
28,59772,56,12798,0.61,Estándar
52,96881,9,26113,0.7,Estándar
28,55562,16,20114,0.72,Estándar
71,131468,26,31685,0.66,Estándar
45,84266,53,20873,0.68,Estándar
42,80638,90,17743,0.39,Bajo Perfil
29,64997,75,13266,0.93,Estándar
48,107692,86,19752,0.86,Premium
33,76176,22,19929,0.84,Estándar
41,76132,76,19447,0.58,Estándar
70,114969,69,23554,0.63,Estándar
38,79586,48,20751,0.88,Estándar
53,94810,43,20351,0.56,Estándar
31,64659,29,13069,0.87,Estándar
39,77034,31,17901,0.66,Estándar
61,110611,65,24757,0.68,Estándar
32,66275,20,15896,0.67,Estándar
61,107674,82,27256,0.49,Bajo Perfil
48,74853,21,18907,0.65,Estándar
33,70986,74,14930,0.74,Estándar
47,95452,41,24398,0.77,Premium
51,88959,11,21612,0.8,Premium
47,96263,85,24341,0.7,Estándar
21,53958,58,8881,0.5,Estándar
31,67469,89,18464,0.46,Bajo Perfil
37,76969,68,16611,0.66,Estándar
39,84417,39,20202,0.62,Estándar
47,94848,16,21571,0.72,Estándar
42,70368,88,16111,0.6,Estándar
23,64861,53,18389,0.75,Estándar
44,90437,10,21861,0.74,Estándar
47,82556,9,18552,0.56,Estándar
46,74693,16,18076,0.84,Estándar
52,88320,91,21114,0.74,Estándar
50,104983,23,24528,0.88,Premium
45,86606,61,20537,0.58,Estándar
39,84796,70,19965,0.75,Estándar
20,66230,70,19908,0.59,Estándar
45,78264,43,20559,0.62,Estándar
42,73447,18,18099,0.54,Estándar
43,84361,87,16364,0.58,Estándar
24,58385,73,11285,0.72,Estándar
27,66631,12,16321,0.5,Bajo Perfil
52,90571,10,24878,0.81,Premium
39,73191,15,15318,0.84,Estándar
48,103048,41,22711,0.75,Premium
40,83241,12,24102,0.84,Estándar
40,82514,31,22419,0.79,Estándar
51,92941,75,23189,0.55,Estándar
33,80030,52,16353,0.55,Estándar
41,89991,32,21790,0.72,Estándar
34,70759,20,18777,0.74,Estándar
34,57682,11,16745,1.0,Estándar
36,81519,14,22638,0.79,Estándar
42,87275,31,20641,0.42,Bajo Perfil
34,71727,73,15457,0.9,Estándar
55,111864,52,23290,0.85,Premium
29,67141,18,18245,0.93,Estándar
37,73114,58,19691,0.89,Estándar
34,79008,31,22000,0.65,Estándar
57,107260,56,21279,0.63,Estándar
42,90373,75,22306,0.44,Bajo Perfil
52,99128,28,24895,0.67,Estándar
22,57486,57,10806,0.49,Bajo Perfil
43,96326,97,19733,0.62,Estándar
50,106176,44,22411,0.8,Premium
40,75725,76,14523,0.58,Estándar
52,105427,4,28818,0.62,Estándar
33,64626,37,18297,0.44,Bajo Perfil
56,110358,34,26358,0.66,Estándar
67,119439,75,25065,0.91,Premium
35,60432,21,15101,0.62,Estándar
34,73316,72,13465,0.55,Estándar
57,113904,23,29454,0.54,Estándar
58,111824,46,25249,0.61,Estándar
33,62594,42,15233,0.85,Estándar
34,73154,75,15397,0.63,Estándar
36,72937,76,13806,0.7,Estándar
23,60993,33,14219,0.6,Estándar
28,70273,91,12309,0.73,Estándar
27,50140,85,11897,0.56,Estándar
30,65783,34,16039,0.55,Estándar
39,71284,96,16849,1.0,Estándar
42,84588,79,17883,0.91,Estándar
58,95906,99,23085,0.9,Premium
28,61510,57,16314,0.66,Estándar
51,98767,58,21047,0.64,Estándar
37,57197,65,13110,0.77,Estándar
39,76355,95,13551,0.27,Bajo Perfil
48,80023,39,17914,0.99,Estándar
26,65640,37,15759,0.51,Estándar
44,70461,51,16835,0.83,Estándar
41,78672,13,19500,0.57,Estándar
45,98011,84,22080,0.45,Bajo Perfil
43,76127,69,17835,0.48,Bajo Perfil
69,117627,75,25403,0.8,Premium
32,67399,92,16473,0.69,Estándar
33,69924,8,14720,0.32,Bajo Perfil
32,49411,68,10748,0.68,Estándar
33,67405,68,16996,0.46,Bajo Perfil
32,73549,67,18757,0.63,Estándar
54,118210,69,28753,0.79,Premium
57,99405,44,21045,0.62,Estándar
33,67130,1,19405,0.68,Estándar
30,68250,2,16071,0.65,Estándar
45,80978,13,16792,0.67,Estándar
33,81354,63,20067,0.72,Estándar
47,90214,56,20301,0.78,Premium
42,84762,32,19884,0.45,Bajo Perfil
21,55791,43,13420,0.61,Estándar
58,93310,53,19106,0.96,Premium
61,113699,8,30158,0.75,Estándar
32,62953,11,16376,0.67,Estándar
35,65533,51,13496,0.84,Estándar
43,88173,76,19608,0.59,Estándar
44,95033,4,25647,0.48,Bajo Perfil
47,90492,24,20605,0.87,Premium
64,128291,6,31840,0.52,Estándar
37,73616,33,17049,0.81,Estándar
30,51223,84,12792,0.49,Bajo Perfil
23,45178,75,8666,0.66,Estándar
31,78704,29,18197,0.79,Estándar
39,92757,51,17326,0.64,Estándar
61,114403,18,26399,0.63,Estándar
33,64566,80,12710,1.0,Estándar
42,80547,11,17164,0.71,Estándar
39,78154,5,22053,0.65,Estándar
54,101114,100,22118,0.74,Estándar
70,129463,20,30694,0.99,Premium
33,72245,69,17553,0.89,Estándar
34,61464,61,12303,0.63,Estándar
52,88976,25,21666,0.91,Premium
48,96349,87,19534,0.73,Estándar
62,109801,37,25399,0.83,Premium
47,89855,67,17462,0.46,Bajo Perfil
35,72634,36,17549,0.55,Estándar
47,86165,65,15724,0.84,Premium
53,100555,61,23728,0.43,Bajo Perfil
49,99018,57,19789,0.28,Bajo Perfil
46,87964,59,20914,0.62,Estándar
52,108973,52,27111,0.76,Premium
54,113501,20,25313,0.71,Estándar
56,97237,22,26319,0.61,Estándar
47,93769,12,26956,0.57,Estándar
37,73585,70,14420,0.66,Estándar
41,75397,53,18950,0.86,Estándar
54,100703,1,26854,0.69,Estándar
30,47915,49,14105,0.83,Estándar
44,92221,78,20705,0.87,Premium
35,79440,99,16450,0.67,Estándar
40,81836,94,19410,0.51,Estándar
55,110230,10,25470,0.57,Estándar
42,77410,90,17314,0.65,Estándar
40,57726,65,12152,0.9,Estándar
23,50648,70,10225,0.72,Estándar
48,82261,34,20687,0.7,Estándar
47,90584,4,23363,0.87,Premium
65,129021,17,29684,0.54,Estándar
36,76363,19,19626,0.47,Bajo Perfil
42,80935,72,17089,0.95,Estándar
42,91887,64,19321,0.63,Estándar
58,120536,79,25191,0.39,Bajo Perfil
38,80551,95,17243,0.68,Estándar
43,79319,97,14652,0.9,Estándar
47,91485,85,18771,0.62,Estándar
42,84251,75,15505,0.75,Estándar
34,69490,76,16834,0.71,Estándar
42,93313,94,19890,0.64,Estándar
52,104760,28,24412,0.8,Premium
27,51271,73,12965,0.91,Estándar
41,71392,11,19597,0.72,Estándar
31,62228,15,17197,0.78,Estándar
54,93047,19,20843,0.47,Bajo Perfil
21,47758,35,15842,0.72,Estándar
33,69489,52,17175,0.66,Estándar
44,84572,20,16768,0.59,Estándar
58,108370,62,23467,0.79,Premium
39,75829,30,18629,0.46,Bajo Perfil
33,58332,45,15278,0.61,Estándar
62,105268,52,23328,0.76,Premium
22,44563,10,12962,0.69,Bajo Perfil
13,33145,47,8805,0.91,Bajo Perfil
45,90747,88,18969,0.54,Estándar
33,66318,86,15678,0.84,Estándar
27,53062,23,11946,0.77,Estándar
48,91280,12,23214,0.73,Estándar
42,85325,54,21301,0.61,Estándar
33,71555,71,18407,0.64,Estándar
24,75249,97,14992,0.95,Estándar
50,90245,39,21384,0.7,Estándar
47,93495,98,17849,0.85,Premium
38,85539,90,16749,0.82,Premium
62,125517,76,26623,0.89,Premium
27,58494,36,18413,0.42,Bajo Perfil
21,37112,21,11545,0.64,Bajo Perfil
31,64037,3,22634,0.7,Estándar
39,81339,92,18995,0.82,Estándar
42,104146,70,24845,0.9,Premium
37,64393,32,16921,0.55,Estándar
44,85562,67,22896,0.57,Estándar
24,50570,17,11668,0.77,Estándar
57,112821,68,23644,0.78,Premium
39,73560,27,18399,0.77,Estándar
53,87241,88,15333,0.87,Premium
44,69538,79,14050,0.6,Estándar
45,89570,38,25177,0.78,Premium
46,89627,55,23824,0.64,Estándar
45,91667,90,18468,0.46,Bajo Perfil
47,91578,41,20232,0.9,Premium
55,104951,56,23687,0.78,Premium
42,86700,5,24290,0.73,Estándar
48,85336,81,15572,0.57,Estándar
38,76999,91,18513,0.49,Bajo Perfil
57,109567,80,21706,0.69,Estándar
31,58872,24,13143,0.61,Estándar
61,97421,4,23372,0.6,Estándar
39,81279,99,16603,0.62,Estándar
22,51528,6,16434,0.36,Bajo Perfil
41,92210,89,17034,0.63,Estándar
31,71765,88,13916,0.73,Estándar
50,92461,17,20421,0.71,Estándar
32,57192,9,15649,0.82,Estándar
34,81770,68,18303,0.78,Estándar
17,51754,69,9898,0.65,Estándar
34,81302,48,22103,0.96,Estándar
10,42710,79,10833,0.54,Bajo Perfil
20,40249,77,9907,0.75,Bajo Perfil
49,97190,22,26111,0.38,Bajo Perfil
49,101125,72,22638,0.82,Premium
45,88385,72,23052,0.78,Premium
28,59410,92,11015,0.71,Estándar
39,74777,23,15211,0.79,Estándar
39,72385,50,19090,0.83,Estándar
26,58147,93,11884,0.7,Estándar
58,96981,75,19139,0.76,Premium
50,80389,72,21320,0.64,Estándar
37,71098,25,13071,0.72,Estándar
40,75318,2,21375,0.93,Estándar
42,100903,71,25512,0.75,Premium
15,53414,51,9948,0.63,Estándar
37,73868,70,15199,0.67,Estándar
31,66257,10,17596,0.71,Estándar
27,68913,26,17924,0.42,Bajo Perfil
36,73888,83,15079,0.54,Estándar
61,109992,38,22984,0.85,Premium
47,88474,79,19738,0.68,Estándar
33,68343,9,20337,0.84,Estándar
46,80064,80,17448,0.74,Estándar
56,113176,32,28541,0.6,Estándar
51,94396,68,21198,0.91,Premium
40,90068,46,19420,0.68,Estándar
32,76641,38,18068,0.8,Estándar
48,95762,1,22137,0.54,Estándar
44,95869,76,25118,0.78,Premium
50,93344,92,18046,0.6,Estándar
47,86052,10,22757,0.65,Estándar
52,92818,89,20474,0.84,Premium
33,70073,78,15652,0.73,Estándar
55,108078,67,29299,0.98,Premium
42,86068,54,19397,0.69,Estándar
64,131338,59,26824,0.68,Estándar
31,70549,70,16660,0.92,Estándar
60,105595,73,24030,0.58,Estándar
42,84290,21,21074,0.64,Estándar
32,75208,67,15851,0.93,Estándar
34,67214,25,15807,0.6,Estándar
36,68936,7,19223,0.77,Estándar
45,96683,56,20893,0.81,Premium
46,95201,87,18802,0.75,Premium
33,69800,82,12855,0.46,Bajo Perfil
39,74370,99,10766,0.51,Estándar
65,115195,20,27621,0.5,Bajo Perfil
60,112377,97,23304,0.58,Estándar
45,93359,8,21178,0.75,Estándar
40,88294,46,15880,0.77,Premium
41,82898,36,22865,0.63,Estándar
47,80850,91,17333,0.44,Bajo Perfil
27,72078,91,16664,0.78,Estándar
36,83459,75,18580,0.37,Bajo Perfil
19,56305,96,9858,0.67,Estándar
44,96946,9,24667,0.59,Estándar
47,97076,20,20992,0.76,Premium
34,71928,61,19155,0.85,Estándar
58,98225,14,21418,0.63,Estándar
25,51278,26,12961,0.8,Estándar
22,49909,23,12150,0.69,Estándar
42,89233,30,21015,0.55,Estándar
52,110707,5,26266,0.77,Premium
60,121075,22,31800,0.66,Estándar
34,67371,45,13748,0.65,Estándar
52,96979,72,23764,0.87,Premium
39,67686,75,14654,0.52,Estándar
37,88844,23,20017,0.71,Estándar
50,83358,52,17469,0.77,Estándar
47,89106,32,20511,0.55,Estándar
21,62581,47,15970,0.55,Estándar
57,108643,66,24148,0.78,Premium
56,108530,83,23207,0.76,Premium
32,69982,69,15418,0.61,Estándar
44,72126,83,14661,0.64,Estándar
45,91069,47,16522,1.0,Premium
43,89438,30,21561,0.55,Estándar
33,64997,68,15747,0.79,Estándar
31,72473,60,16899,0.62,Estándar
39,74795,67,15322,0.4,Bajo Perfil
54,111999,48,22049,0.7,Estándar
46,88663,14,22764,0.52,Estándar
35,77030,51,17814,0.56,Estándar
49,95877,84,20176,0.19,Bajo Perfil
5,33284,34,7578,0.81,Bajo Perfil
53,100371,86,18370,0.56,Estándar
19,54239,76,9710,0.74,Estándar
35,78169,92,16023,0.78,Estándar
26,49219,50,9332,0.79,Estándar
24,61229,4,16325,0.68,Estándar
53,95872,36,19731,0.62,Estándar
34,69743,87,12921,0.54,Estándar
44,83999,71,19879,0.56,Estándar
39,75258,27,17848,0.92,Estándar
45,98650,49,24943,0.5,Bajo Perfil
40,69011,65,14360,0.85,Estándar
24,34196,76,13175,0.79,Bajo Perfil
51,92025,13,22263,0.86,Premium
34,69482,86,13838,0.73,Estándar
21,45032,12,14578,0.82,Estándar
34,63404,34,15060,0.77,Estándar
58,112546,80,21034,0.76,Premium
50,95904,5,22020,0.64,Estándar
35,92697,31,20847,0.72,Estándar
35,66189,53,11702,0.77,Estándar
36,77068,17,20009,0.75,Estándar
64,120447,40,29585,0.97,Premium
44,83691,73,15838,0.82,Estándar
45,78920,51,19176,0.69,Estándar
52,97242,8,26310,0.52,Estándar
42,87428,47,19595,0.84,Premium
36,68681,46,19065,0.97,Estándar
37,73558,16,16755,0.71,Estándar
39,77483,46,17557,0.8,Estándar
39,72162,40,17244,0.84,Estándar
48,102335,2,25457,0.74,Estándar
40,81285,94,17469,0.52,Estándar
48,90395,75,20588,0.53,Estándar
39,85018,42,18844,0.75,Estándar
40,81223,45,18639,0.58,Estándar
16,53622,91,10048,0.73,Estándar
50,87983,65,19478,0.66,Estándar
44,90812,86,17462,0.77,Premium
51,96307,77,19526,0.8,Premium
5,38246,2,9656,0.92,Bajo Perfil
65,125230,26,27927,0.72,Estándar
38,79320,6,18826,0.98,Estándar
53,101895,23,26153,0.84,Premium
27,59838,25,16623,0.6,Estándar
47,99563,73,23236,0.87,Premium
27,56225,43,18217,1.0,Estándar
32,67519,37,12688,0.69,Estándar
62,118068,67,25932,0.8,Premium
37,69571,6,19599,0.82,Estándar
42,74887,36,17768,0.86,Estándar
50,102264,20,24823,0.67,Estándar
45,76014,3,19125,0.66,Estándar
41,88945,62,16346,0.64,Estándar
44,83309,76,16892,0.7,Estándar
68,112310,98,20452,0.75,Premium
39,89424,64,18829,0.67,Estándar
42,68607,15,20561,0.53,Estándar
52,106943,50,26946,0.54,Estándar
53,122603,60,25136,0.78,Premium
54,114628,5,23872,0.8,Premium
47,88034,67,18801,0.64,Estándar
26,71293,58,14443,0.62,Estándar
59,117607,27,27360,0.71,Estándar
26,52399,68,12378,0.53,Estándar
43,76700,20,22263,0.62,Estándar
30,66997,69,11323,0.8,Estándar
39,82855,93,15543,0.98,Estándar
43,92828,93,20873,0.94,Premium
43,92469,32,22317,0.66,Estándar
45,89278,95,20222,0.99,Premium
59,104490,6,26399,0.68,Estándar
45,94788,76,19470,0.6,Estándar
37,84521,60,21685,0.71,Estándar
51,97624,7,25112,0.7,Estándar
54,99486,7,24081,0.61,Estándar
25,53656,22,14107,0.6,Estándar
47,78654,44,16602,0.93,Estándar
48,86202,91,17085,0.78,Premium
36,85568,30,26015,0.86,Premium
56,104328,52,23243,0.85,Premium
38,72252,74,14187,0.73,Estándar
41,81288,29,17529,0.55,Estándar
37,72566,53,12085,0.57,Estándar
40,83518,70,18913,0.75,Estándar
26,56169,80,14707,0.47,Bajo Perfil
22,52595,50,12531,0.88,Estándar
59,92204,10,23863,0.69,Estándar
29,55633,54,13967,0.75,Estándar
28,64475,31,17896,0.49,Bajo Perfil
14,39805,69,7623,0.56,Bajo Perfil
32,72666,1,20175,0.8,Estándar
24,58002,16,16394,0.71,Estándar
59,119730,30,26302,0.78,Premium
52,74757,66,15444,0.63,Estándar
31,66017,54,14059,0.42,Bajo Perfil
67,125624,81,24052,0.78,Premium
51,97142,1,26176,0.56,Estándar
36,71924,13,15941,0.71,Estándar
10,31489,36,9724,0.6,Bajo Perfil
67,115351,49,27136,0.84,Premium
23,50979,98,11242,0.77,Estándar
20,42656,59,8855,0.62,Bajo Perfil
52,95869,1,26215,0.65,Estándar
69,116831,3,27843,0.8,Premium
56,112776,75,24547,0.67,Estándar
46,82114,27,19063,0.61,Estándar
47,103084,40,22712,0.55,Estándar
50,102632,41,22784,0.81,Premium
49,102930,84,22610,0.53,Estándar
43,84249,17,17881,0.56,Estándar
41,72419,54,13379,0.49,Bajo Perfil
39,64897,80,14266,0.59,Estándar
30,71708,91,16865,0.83,Estándar
36,73227,63,13272,0.71,Estándar
19,44916,22,12227,0.99,Bajo Perfil
38,82251,96,19440,0.84,Estándar
28,83075,57,19853,0.55,Estándar
26,59308,41,13881,0.47,Bajo Perfil
42,91858,16,24651,0.83,Premium
56,102748,40,22451,0.8,Premium
51,104225,97,21120,0.6,Estándar
21,52306,26,14172,0.76,Estándar
28,69253,91,12417,0.62,Estándar
51,101470,65,21972,0.64,Estándar
28,56863,25,14554,0.4,Bajo Perfil
37,64423,98,7929,0.57,Estándar
46,70973,18,18383,0.58,Estándar
28,65317,87,14036,0.7,Estándar
41,92304,48,18594,0.67,Estándar
23,59209,63,14739,0.59,Estándar
32,79051,66,19205,0.62,Estándar
43,97868,25,24826,0.63,Estándar
20,54084,99,13008,0.79,Estándar
45,69658,15,18373,0.65,Estándar
39,69164,51,16112,0.79,Estándar
46,83578,40,19925,0.66,Estándar
42,71917,20,19808,0.68,Estándar
56,90791,63,24220,0.7,Estándar
41,81199,29,19291,0.52,Estándar
34,61675,61,18289,0.64,Estándar
41,75140,60,15825,0.58,Estándar
46,91199,3,24180,0.38,Bajo Perfil
40,73038,2,20728,0.98,Estándar
40,80525,15,23038,0.7,Estándar
31,64297,44,15042,0.85,Estándar
32,76594,77,15188,0.89,Estándar
23,49328,19,14003,0.53,Estándar
60,99159,18,22937,0.8,Premium
25,54969,60,11933,0.99,Estándar
31,83702,54,18362,0.86,Estándar
31,78789,85,15631,0.63,Estándar
50,108174,6,26143,0.64,Estándar
36,77357,29,16996,0.83,Estándar
54,102518,11,22374,0.69,Estándar
31,58453,36,13552,0.61,Estándar
43,88171,21,23525,0.79,Premium
29,52639,96,11865,0.69,Estándar
65,115966,87,21138,0.61,Estándar
25,60748,83,16203,0.74,Estándar
43,79671,30,19418,0.76,Estándar
47,93961,76,20173,0.66,Estándar
44,81751,46,17546,0.64,Estándar
37,54674,56,13667,0.53,Estándar
38,83135,77,17612,0.72,Estándar
40,85058,92,14985,0.88,Premium
38,72202,65,14650,0.55,Estándar
51,95798,80,22152,0.84,Premium
66,138914,85,27495,0.83,Premium
33,75201,42,17521,0.67,Estándar
23,49560,62,11262,0.75,Estándar
38,79811,22,22050,0.62,Estándar
70,129664,27,29033,0.66,Estándar
30,62440,76,12700,0.74,Estándar
59,107163,79,26946,0.8,Premium
60,96061,40,26901,0.67,Estándar
33,68235,3,18096,0.73,Estándar
46,78720,11,18529,0.79,Estándar
59,98956,76,17980,0.74,Estándar
35,69039,91,11855,0.85,Estándar
37,79269,50,18233,0.8,Estándar
33,53729,56,17258,0.65,Estándar
27,57795,7,11976,0.74,Estándar
32,56317,28,14501,0.53,Estándar
25,74508,10,19744,0.77,Estándar
40,68236,95,13774,0.51,Estándar
30,64253,77,14177,0.99,Estándar
42,73148,70,14877,0.63,Estándar
21,54470,52,14535,0.99,Estándar
43,66255,49,15275,0.69,Estándar
50,106330,92,21440,0.67,Estándar
16,63515,73,16182,0.7,Estándar
44,95151,77,19657,0.72,Estándar
54,101960,96,21831,0.53,Estándar
25,54293,9,16889,0.67,Estándar
60,101836,94,19416,0.64,Estándar
45,77304,76,15367,0.73,Estándar
31,61433,49,14428,0.68,Estándar
39,82852,60,21303,0.75,Estándar
46,84745,92,16251,0.49,Bajo Perfil
40,78406,15,20192,0.69,Estándar
46,91093,15,21317,0.76,Premium
28,69684,22,17960,0.66,Estándar
42,97998,76,20597,0.46,Bajo Perfil
23,41499,67,8714,0.77,Bajo Perfil
38,92774,77,17891,0.8,Premium
29,74479,73,16417,0.62,Estándar
31,72765,96,15324,0.85,Estándar
54,98376,75,23511,0.73,Estándar
53,96031,48,22164,0.75,Premium
47,98939,21,27840,0.67,Estándar
26,56128,60,16099,0.64,Estándar
36,58308,61,13175,0.87,Estándar
54,99815,89,18502,0.64,Estándar
41,76612,58,15354,0.58,Estándar
67,128988,15,31093,0.96,Premium
44,74991,5,15383,0.85,Estándar
42,102549,29,22343,0.66,Estándar
36,73466,72,14513,0.54,Estándar
41,67810,23,19956,0.6,Estándar
38,77282,59,17029,0.59,Estándar
48,95480,72,17447,0.6,Estándar
51,106461,47,27150,0.67,Estándar
30,65550,45,17764,0.64,Estándar
24,57270,98,8641,0.77,Estándar
17,46127,53,12592,0.68,Estándar
46,79352,38,20972,0.99,Estándar
26,59238,2,15970,0.61,Estándar
14,40771,92,9656,0.65,Bajo Perfil
44,80400,90,13944,0.76,Estándar
69,108354,39,22639,0.63,Estándar
39,75420,40,20176,0.77,Estándar
50,99854,31,18066,0.75,Estándar
40,91775,53,18604,0.45,Bajo Perfil
38,75341,1,18620,0.76,Estándar
51,95340,42,25540,0.53,Estándar
36,71738,72,18422,0.6,Estándar
43,86957,8,23411,0.51,Estándar
43,80595,58,17446,0.52,Estándar
31,70990,74,12889,0.9,Estándar
51,78093,70,14484,0.72,Estándar
37,79889,50,18279,0.57,Estándar
30,61454,74,13546,0.73,Estándar
46,88019,29,21988,0.71,Estándar
29,50668,10,15592,0.83,Estándar
40,79753,51,22540,0.95,Estándar
39,82697,77,16920,0.85,Estándar
53,108538,9,30189,0.52,Estándar
45,87589,49,19460,0.59,Estándar
39,81092,55,18058,0.63,Estándar
49,98454,93,19321,0.92,Premium
56,97943,35,22342,0.52,Estándar
46,99314,56,23826,0.83,Premium
40,69142,46,16102,0.84,Estándar
24,62494,20,16961,0.39,Bajo Perfil
27,51443,58,10325,0.57,Estándar
36,62910,94,11453,0.86,Estándar
32,61287,51,16019,0.75,Estándar
37,80259,19,19553,0.79,Estándar
40,71662,5,19268,0.65,Estándar
46,95880,90,20871,0.78,Premium
39,78771,76,14193,0.9,Estándar
45,78237,21,20666,0.65,Estándar
40,77989,72,19843,1.0,Estándar
16,50211,29,12072,0.73,Estándar
28,72331,89,17684,0.92,Estándar
38,82889,6,21509,0.82,Estándar
25,65162,83,13644,0.83,Estándar
47,90586,64,21060,0.85,Premium
58,103617,14,25261,0.72,Estándar
54,99358,83,20690,0.39,Bajo Perfil
37,86913,96,19446,0.84,Premium
57,98693,27,25150,0.75,Estándar
41,81914,43,21634,0.92,Estándar
35,75621,9,21655,0.51,Estándar
32,66158,41,16205,0.59,Estándar
36,84539,99,18250,0.91,Estándar
35,75458,1,17937,0.63,Estándar
42,84626,13,22690,0.83,Estándar
41,83161,42,19058,0.79,Estándar
40,89131,81,16040,0.52,Estándar
45,84357,100,16504,0.82,Estándar
54,95648,70,22224,0.8,Premium
51,100258,4,23244,0.96,Premium
22,57836,61,14763,0.8,Estándar
9,37932,12,9787,0.46,Bajo Perfil
51,77892,23,19645,0.61,Estándar
23,54368,76,12877,0.48,Bajo Perfil
37,76049,38,17026,0.7,Estándar
25,63068,38,15933,0.82,Estándar
18,38333,35,13712,0.41,Bajo Perfil
46,93918,80,17638,0.84,Premium
49,88573,79,16447,0.83,Premium
33,68952,33,17970,0.99,Estándar
8,43149,69,14248,0.45,Bajo Perfil
33,71163,19,18202,0.82,Estándar
44,87587,91,17110,0.53,Estándar
22,57616,37,14316,0.86,Estándar
42,88643,45,19226,0.44,Bajo Perfil
39,56686,26,12839,0.73,Estándar
46,95935,42,25493,0.71,Estándar
41,91581,81,19795,0.74,Estándar
28,63018,23,16606,0.65,Estándar
54,86523,26,17670,0.66,Estándar
38,71332,42,18252,0.6,Estándar
39,69157,4,17983,0.55,Estándar
28,62437,3,19812,0.75,Estándar
34,72099,13,19704,0.8,Estándar
29,72565,87,16105,0.78,Estándar
